factor_id,status,observations,rank_ic_mean,ic_mean,icir,long_short_return,turnover,admission
market_beta_252,pass,12544,0.008960044006812802,0.01719236773396373,0.12595062371818125,0.0035569752951195785,0.3332260377853736,research_candidate
size_total_market_cap,pass,20230,0.11558322085903217,0.09670695792414401,0.6308260284980214,0.024342687429171818,0.24332759905592666,research_candidate
value_bm,pass,1344,0.11512566361092286,0.09606894581999197,0.37909793629815386,0.016803072522773965,0.2931514392040708,research_candidate
momentum_12_1,pass,9925,0.021135154303714737,0.025329156570398952,0.23109191564851786,0.004226049317118431,0.4640288624457141,research_candidate
profitability_roe_ttm,pass,304,0.015140006536803679,0.112046536329173,0.46628315579603863,0.036375270099434504,0.25595238095238093,research_candidate
investment_asset_growth,pass,499,0.05749140109085571,0.013813022685378679,0.07923818037833055,-0.01787080302277796,0.18467261904761906,watch_or_reweight
abnormal_turnover_21_252,pass,13659,0.08460253989200735,0.07223510260012714,0.7058455436530842,0.01400213813540219,0.7249580787854661,research_candidate
